Longitude,Latitude,Supervisor District,Police District,Analysis Neighborhood
-122.46965385001673,37.765782668831136,7.0,Richmond,Inner Sunset
-122.46962703232886,37.78076873794362,1.0,Richmond,Inner Richmond
-122.4696247668013,37.731878076111784,7.0,Taraval,West of Twin Peaks
-122.46955889962584,37.73317700897468,7.0,Taraval,West of Twin Peaks
-122.46954903038944,37.74890346743753,7.0,Taraval,Inner Sunset
-122.4695219656126,37.76389594265415,7.0,Taraval,Inner Sunset
-122.46949470076126,37.778849093044656,1.0,Richmond,Inner Richmond
-122.46939182734948,37.76203410664791,7.0,Taraval,Inner Sunset
-122.4693610121302,37.776990326258286,1.0,Richmond,Inner Richmond
-122.4693419150489,37.72997687456877,7.0,Ingleside,West of Twin Peaks
-122.46932230799412,37.71381201539547,11.0,Ingleside,Oceanview/Merced/Ingleside
-122.46928846128966,37.71059343832516,7.0,Taraval,Oceanview/Merced/Ingleside
-122.46927513549198,37.72282564066857,7.0,Taraval,West of Twin Peaks
-122.46927073577235,37.70866203203559,7.0,Taraval,Oceanview/Merced/Ingleside
-122.4692631573105,37.7601705853474,7.0,Taraval,Inner Sunset
-122.46924791235593,37.736647603204155,7.0,Taraval,West of Twin Peaks
-122.4692268828606,37.77512535051987,1.0,Richmond,Inner Richmond
-122.46920956133287,37.75454867595891,7.0,Taraval,Inner Sunset
-122.4691941310365,37.739852877308685,7.0,Taraval,West of Twin Peaks
-122.46918552666408,37.72630001065967,7.0,Taraval,West of Twin Peaks
-122.46916504872264,37.74333608146277,7.0,Taraval,West of Twin Peaks
-122.46913102169324,37.758303992249104,7.0,Taraval,Inner Sunset
-122.46909571136888,37.75292412923782,7.0,Taraval,Inner Sunset
-122.46909249744446,37.77325671129455,1.0,Richmond,Golden Gate Park
-122.46905667927524,37.73796988091464,7.0,Richmond,West of Twin Peaks
-122.46905538387828,37.72819574373653,7.0,Taraval,West of Twin Peaks
-122.4690301152944,37.74147205996039,7.0,Taraval,West of Twin Peaks
-122.46901363549412,37.750797479129005,7.0,Taraval,Inner Sunset
-122.46900269366076,37.756438320815214,7.0,Central,Inner Sunset
-122.46897469606436,37.78648258523043,1.0,Tenderloin,Inner Richmond
-122.46897449496082,37.721649577452965,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46895739506252,37.72746415063301,7.0,Taraval,West of Twin Peaks
-122.46895098045093,37.71965880061877,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46894113766407,37.71789414359424,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46891899147764,37.71609825493429,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46891823845498,37.755217361673374,7.0,Taraval,Inner Sunset
-122.46889627430308,37.71425618325752,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46884229362875,37.75513114986906,7.0,Taraval,Inner Sunset
-122.46883973931594,37.78462090457951,1.0,Southern,Inner Richmond
-122.46880886455706,37.7348248799422,7.0,Taraval,West of Twin Peaks
-122.46880691698532,37.72574019295674,7.0,Taraval,West of Twin Peaks
-122.46874567975811,37.73184864394089,7.0,Taraval,West of Twin Peaks
-122.46873023286363,37.72362553999521,7.0,Taraval,West of Twin Peaks
-122.46872637580132,37.75220563358183,7.0,Taraval,Inner Sunset
-122.46870448273314,37.782750916241895,1.0,Richmond,Inner Richmond
-122.4686764024356,37.73314776375589,7.0,Taraval,West of Twin Peaks
-122.46867374865148,37.75082001871911,7.0,Taraval,Inner Sunset
-122.46866006060266,37.72165171442082,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46861098501688,37.72959856051059,7.0,Taraval,West of Twin Peaks
-122.46858300040638,37.76583002753937,7.0,Richmond,Golden Gate Park
-122.4685726723182,37.749188352955045,7.0,Taraval,Inner Sunset
-122.46856387370153,37.78082203134836,1.0,Richmond,Inner Richmond
-122.46856110022335,37.74150334479615,7.0,Taraval,West of Twin Peaks
-122.46849848602868,37.72450907386722,7.0,Taraval,West of Twin Peaks
-122.46848104122492,37.74894564009815,7.0,Taraval,West of Twin Peaks
-122.46845112003868,37.7639429851715,7.0,Taraval,Inner Sunset
-122.4684296922414,37.71101763016003,7.0,Taraval,Oceanview/Merced/Ingleside
-122.4684262791328,37.77889736174353,1.0,Richmond,Inner Richmond
-122.46833507268668,37.75324373011878,7.0,Taraval,Inner Sunset
-122.4683210063538,37.76208111190685,7.0,Taraval,Inner Sunset
-122.46830960961694,37.73741714700244,7.0,Taraval,West of Twin Peaks
-122.4682925952186,37.777039011487794,1.0,Richmond,Inner Richmond
-122.46826688108754,37.74002154002579,7.0,Taraval,West of Twin Peaks
-122.46819078800767,37.76021764915843,7.0,Taraval,Inner Sunset
-122.46815843865996,37.7751740101363,1.0,Richmond,Inner Richmond
-122.46813322239076,37.74412377245831,7.0,Taraval,West of Twin Peaks
-122.46807726285188,37.72897476627766,7.0,Taraval,West of Twin Peaks
-122.46807558586616,37.72165568305537,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46807329230847,37.743383944593326,7.0,Taraval,West of Twin Peaks
-122.4680603444523,37.7583508836979,7.0,Taraval,Inner Sunset
-122.46805210189368,37.71966540522523,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46803645427508,37.71790017854776,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46802391783667,37.7733038331604,1.0,Richmond,Golden Gate Park
-122.46801651668402,37.716103026583774,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46799697436828,37.74000565263225,7.0,Taraval,West of Twin Peaks
-122.46799613908784,37.71426624769614,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4679633194741,37.73486568811949,7.0,Taraval,West of Twin Peaks
-122.46793164038708,37.756486203842776,7.0,Taraval,Inner Sunset
-122.46789985759266,37.70959990171718,7.0,Taraval,Oceanview/Merced/Ingleside
-122.46789846015788,37.78653345350035,1.0,Richmond,Inner Richmond
-122.46785213073446,37.733120442258574,7.0,Taraval,West of Twin Peaks
-122.46784812161562,37.73181858724665,7.0,Taraval,West of Twin Peaks
-122.4678026011592,37.75462636491361,7.0,Taraval,Inner Sunset
-122.46776426570214,37.78466862758497,1.0,Richmond,Inner Richmond
-122.4677477451854,37.74341262152441,7.0,Taraval,West of Twin Peaks
-122.4677393426268,37.72832906562394,7.0,Taraval,West of Twin Peaks
-122.46769110326804,37.723507198032685,7.0,Taraval,West of Twin Peaks
-122.4676476367558,37.75074915792827,7.0,Taraval,Inner Sunset
-122.46764262920652,37.7527562081816,7.0,Taraval,Inner Sunset
-122.4676305368074,37.74150308822717,7.0,Taraval,West of Twin Peaks
-122.46762910232071,37.782802248999005,1.0,Richmond,Inner Richmond
-122.46761532399763,37.72165880704187,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46761087927716,37.7516598875903,7.0,Taraval,Inner Sunset
-122.46754518443096,37.72383587956112,7.0,Taraval,West of Twin Peaks
-122.46751510674216,37.765877245143045,7.0,Taraval,Golden Gate Park
-122.46751024109032,37.73794766141177,7.0,Taraval,West of Twin Peaks
-122.46748765384258,37.78087971382918,1.0,Richmond,Inner Richmond
-122.46746079569031,37.74807303062934,7.0,Taraval,West of Twin Peaks
-122.46738323260516,37.76398988830774,7.0,Taraval,Inner Sunset
-122.4673775156677,37.74902807928449,7.0,Taraval,Inner Sunset
-122.4673540114583,37.7789457958522,1.0,Richmond,Inner Richmond
-122.46733067940345,37.727772037150885,7.0,Taraval,West of Twin Peaks
-122.46730790722307,37.725569983723744,7.0,Taraval,West of Twin Peaks
-122.46729818551964,37.73713231428571,7.0,Taraval,West of Twin Peaks
-122.46728552797676,37.72521057203962,7.0,Taraval,West of Twin Peaks
-122.4672531424321,37.762127977892575,7.0,Taraval,Inner Sunset
-122.4672204051324,37.77708785897418,1.0,Richmond,Inner Richmond
-122.4671851596834,37.72166172487567,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4671528181092,37.71967200525496,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46713676969568,37.71790617264955,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4671348080053,37.73489826415137,7.0,Taraval,West of Twin Peaks
-122.46712169067888,37.76026456023915,7.0,Taraval,Inner Sunset
-122.46711575702942,37.71610778254093,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46710006653872,37.73049085057974,7.0,Taraval,West of Twin Peaks
-122.46709432152416,37.71427318720753,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46708629614174,37.77522282820805,1.0,Richmond,Inner Richmond
-122.46707269301464,37.71242187038505,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46704883433064,37.751203845121296,7.0,Taraval,Inner Sunset
-122.46699849124818,37.73309214085041,7.0,Taraval,West of Twin Peaks
-122.46699260477362,37.75839763620526,7.0,Taraval,Inner Sunset
-122.46699101513856,37.73972349862644,7.0,Taraval,West of Twin Peaks
-122.46695171133628,37.7733511040224,1.0,Richmond,Inner Richmond
-122.46694407099008,37.73178830503373,7.0,Taraval,West of Twin Peaks
-122.46686233527544,37.75653399836308,7.0,Taraval,Inner Sunset
-122.46685949827172,37.743490861904654,7.0,Taraval,West of Twin Peaks
-122.46683033625,37.78656813474089,1.0,Richmond,Inner Richmond
-122.46674534948588,37.79641696491352,2.0,Richmond,Presidio
-122.46674380870746,37.748128117552206,7.0,Taraval,West of Twin Peaks
-122.46672989870584,37.75466792212461,7.0,Taraval,Inner Sunset
-122.46671474513404,37.74132372548468,7.0,Taraval,West of Twin Peaks
-122.46669444455776,37.78471552180496,1.0,Richmond,Inner Richmond
-122.46668793135504,37.723387583340056,7.0,Taraval,West of Twin Peaks
-122.46668138732892,37.727237764887626,7.0,Taraval,West of Twin Peaks
-122.46660050041493,37.75280307704964,7.0,Taraval,Inner Sunset
-122.46659829066527,37.74729530593068,7.0,Taraval,West of Twin Peaks
-122.4665884788168,37.72166576918655,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46656265346968,37.78284940713544,1.0,Richmond,Inner Richmond
-122.46646887485304,37.75093943471711,7.0,Taraval,Inner Sunset
-122.46644249108988,37.7659246615714,7.0,Out of SF,Inner Sunset
-122.46642690396864,37.780924586111794,1.0,Richmond,Inner Richmond
-122.46633639762888,37.74907462974306,7.0,Taraval,West of Twin Peaks
-122.46631062215891,37.76403698852451,7.0,Taraval,Inner Sunset
-122.46628810137618,37.77899393210365,1.0,Richmond,Inner Richmond
-122.46628379773516,37.725446680956715,7.0,Taraval,West of Twin Peaks
-122.46628223106944,37.74811872475627,7.0,Taraval,West of Twin Peaks
-122.46627776734478,37.721667873683,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46625728592838,37.73032902186771,7.0,Taraval,West of Twin Peaks
-122.46625434305818,37.71967859291745,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46624768164624,37.7349371423656,7.0,Taraval,West of Twin Peaks
-122.46623527351692,37.71791217297683,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46622821479065,37.74496764508873,7.0,Taraval,West of Twin Peaks
-122.46622006200754,37.716112504644094,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4661986740752,37.714280072722936,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46618055550606,37.76217504095573,7.0,Taraval,Inner Sunset
-122.46616467655028,37.711654546498245,7.0,Taraval,Oceanview/Merced/Ingleside
-122.46616069566645,37.71068225290847,7.0,Taraval,Oceanview/Merced/Ingleside
-122.4661573280817,37.739235830471706,7.0,Taraval,West of Twin Peaks
-122.4661536774616,37.77713644788753,1.0,Richmond,Inner Richmond
-122.4661382146242,37.74428069345798,7.0,Taraval,West of Twin Peaks
-122.4661228033608,37.74104356244367,7.0,Taraval,West of Twin Peaks
-122.46610726250654,37.73668818895549,7.0,Taraval,West of Twin Peaks
-122.46609295928312,37.7320525152765,7.0,Taraval,West of Twin Peaks
-122.46607320038775,37.72678500287192,7.0,Taraval,West of Twin Peaks
-122.4660503902008,37.76031155777376,7.0,Taraval,Inner Sunset
-122.46601871443214,37.77527142876664,1.0,Richmond,Inner Richmond
-122.4659199870716,37.75844459294221,7.0,Taraval,Inner Sunset
-122.46588316416654,37.77339820414022,1.0,Richmond,Inner Richmond
-122.4658449116846,37.73849363881651,7.0,Taraval,West of Twin Peaks
-122.46582902531254,37.740891974182375,7.0,Taraval,West of Twin Peaks
-122.46580699151605,37.74357404945993,7.0,Taraval,West of Twin Peaks
-122.46578989040748,37.75658192387174,7.0,Taraval,Inner Sunset
-122.46576034051692,37.786627326475184,1.0,Richmond,Inner Richmond
-122.4657328526932,37.74569033731729,7.0,Taraval,West of Twin Peaks
-122.46571546211328,37.73739230715114,7.0,Taraval,West of Twin Peaks
-122.4656620937138,37.754709279748035,7.0,Park,Inner Sunset
-122.4656583836199,37.723264814268774,7.0,Taraval,West of Twin Peaks
-122.4656323129738,37.78485253223302,1.0,Richmond,Inner Richmond
-122.46561567554603,37.74677997230928,7.0,Taraval,West of Twin Peaks
-122.46556367414472,37.72167270819723,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46553317916457,37.752851070621006,7.0,Taraval,Inner Sunset
-122.46549239249345,37.78289098014997,1.0,Richmond,Inner Richmond
-122.46547874490786,37.709445736234784,11.0,Taraval,Outer Mission
-122.46542006658632,37.73016825428715,7.0,Taraval,West of Twin Peaks
-122.46540918431316,37.7284745385717,7.0,Taraval,West of Twin Peaks
-122.46540431124436,37.74597779914598,7.0,Taraval,West of Twin Peaks
-122.46540341100096,37.7509863079066,7.0,Taraval,Inner Sunset
-122.46539099009073,37.72167387619277,11.0,Ingleside,Oceanview/Merced/Ingleside
-122.46537809463156,37.750332854165045,7.0,Taraval,West of Twin Peaks
-122.46537663396336,37.76596994133129,7.0,Taraval,Golden Gate Park
-122.46535709594322,37.719685407541455,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46535287180907,37.78096549033097,1.0,Richmond,Inner Richmond
-122.46535096176945,37.734988924655326,7.0,Taraval,West of Twin Peaks
-122.46534656669324,37.736296763011325,7.0,Taraval,West of Twin Peaks
-122.46534392542324,37.75846980787722,7.0,Taraval,Inner Sunset
-122.46534206121125,37.717918110203605,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46532106701022,37.71611762115738,11.0,Ingleside,Oceanview/Merced/Ingleside
-122.46531262040544,37.72640527474598,7.0,Taraval,West of Twin Peaks
-122.46529972235948,37.714286975792135,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46525866106232,37.71076506677928,7.0,Taraval,Oceanview/Merced/Ingleside
-122.4652448966348,37.76408377666852,7.0,Taraval,Inner Sunset
-122.46523744291984,37.73968664480658,7.0,Taraval,West of Twin Peaks
-122.46522974380544,37.72531976284573,7.0,Taraval,West of Twin Peaks
-122.4652294306027,37.79819124100399,2.0,Northern,Presidio
-122.4652106616748,37.77904257982074,1.0,Richmond,Inner Richmond
-122.46520437581567,37.738835264420125,7.0,Taraval,West of Twin Peaks
-122.46520218135956,37.75660818344447,7.0,Taraval,Inner Sunset
-122.46517759282855,37.74800670815539,7.0,Taraval,West of Twin Peaks
-122.4651148545719,37.76222179281216,7.0,Taraval,Inner Sunset
-122.4650684618014,37.77718530462359,1.0,Richmond,Inner Richmond
-122.46504437847308,37.73175618991936,7.0,Taraval,West of Twin Peaks
-122.46504258671158,37.749645273247275,7.0,Taraval,West of Twin Peaks
-122.46503613166844,37.740650896554975,7.0,Taraval,West of Twin Peaks
-122.46499370698989,37.742409778964976,7.0,Taraval,West of Twin Peaks
-122.46498105549053,37.76035845968295,7.0,Taraval,Inner Sunset
-122.46494209192046,37.77532094545078,1.0,Richmond,Inner Richmond
-122.46489714619918,37.73359863596993,7.0,Taraval,West of Twin Peaks
-122.46485149291746,37.75849135933917,7.0,Taraval,Inner Sunset
-122.46481167093468,37.7734887430876,1.0,Richmond,Golden Gate Park
-122.46473679987976,37.743658624571886,7.0,Taraval,West of Twin Peaks
-122.46473550037383,37.728362071445986,7.0,Taraval,West of Twin Peaks
-122.46472068685097,37.75662969537705,7.0,Taraval,Inner Sunset
-122.46471412143477,37.74687402255978,7.0,Taraval,West of Twin Peaks
-122.46470384682598,37.748830599727064,7.0,Taraval,West of Twin Peaks
-122.4646934621052,37.78667043735242,1.0,Richmond,Inner Richmond
-122.46467474886478,37.73252279484508,7.0,Taraval,West of Twin Peaks
-122.4646342264355,37.72314267902583,7.0,Taraval,West of Twin Peaks
-122.46463257092483,37.72997259587165,7.0,Taraval,West of Twin Peaks
-122.46460809087364,37.74509802058553,7.0,Taraval,West of Twin Peaks
-122.46460805049662,37.70963986674129,11.0,Taraval,Outer Mission
-122.46457257995397,37.72613178729658,7.0,Taraval,West of Twin Peaks
-122.46457216050334,37.784993971975496,1.0,Richmond,Inner Richmond
-122.46455138516664,37.78479186614895,1.0,Richmond,Inner Richmond
-122.46448421576072,37.72168000807873,7.0,Taraval,West of Twin Peaks
-122.46446085655258,37.71969218577786,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46443986141328,37.71792410140692,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46442502609422,37.7829399329451,1.0,Richmond,Inner Richmond
-122.46442049546816,37.71612635576401,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46441778572049,37.75231901869662,7.0,Taraval,West of Twin Peaks
-122.46441157466448,37.73092581302819,7.0,Taraval,West of Twin Peaks
-122.46440075700882,37.71429387319309,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46438443928189,37.76643003016088,7.0,Richmond,Golden Gate Park
-122.46437728369868,37.747789986463815,7.0,Taraval,West of Twin Peaks
-122.46436146422003,37.73863059657226,7.0,Taraval,West of Twin Peaks
-122.46433856617756,37.70916184592892,11.0,Taraval,Outer Mission
-122.4643124566448,37.76607182822108,7.0,Taraval,Golden Gate Park
-122.46430235025792,37.74162542502148,7.0,Taraval,West of Twin Peaks
-122.46429682986695,37.76596283370324,7.0,Park,Inner Sunset
-122.46427917113807,37.78101892065425,1.0,Richmond,Inner Richmond
-122.46427655119244,37.750981378213694,7.0,Taraval,Inner Sunset
-122.46427015090762,37.73933686139568,7.0,Taraval,West of Twin Peaks
-122.4642536707158,37.72315867378034,7.0,Taraval,West of Twin Peaks
-122.46423737647676,37.765066769446655,7.0,Park,Inner Sunset
-122.46418610249324,37.75071699411644,7.0,Taraval,West of Twin Peaks
-122.46417202379678,37.76413086896357,7.0,Park,Inner Sunset
-122.46416112107264,37.74444465679386,7.0,Taraval,West of Twin Peaks
-122.46414497098554,37.779090726308574,1.0,Richmond,Inner Richmond
-122.46409077628128,37.74196962001914,7.0,Taraval,West of Twin Peaks
-122.46407042929552,37.72825310593544,7.0,Taraval,West of Twin Peaks
-122.46405616815512,37.72952482798445,7.0,Taraval,West of Twin Peaks
-122.46405169667771,37.73992076011231,7.0,Ingleside,West of Twin Peaks
-122.4640420064802,37.76226884793337,7.0,Park,Inner Sunset
-122.46401060251718,37.77723477802328,1.0,Richmond,Inner Richmond
-122.46398157036778,37.72232703368363,7.0,Taraval,West of Twin Peaks
-122.46396723691127,37.74956870663651,7.0,Taraval,West of Twin Peaks
-122.46391189293122,37.76040534355035,7.0,Park,Inner Sunset
-122.4638967093943,37.73632708936328,7.0,Taraval,West of Twin Peaks
-122.46387552692352,37.775368966197675,1.0,Richmond,Inner Richmond
-122.46384389441415,37.72586249058742,7.0,Taraval,West of Twin Peaks
-122.46380396003708,37.74292725517792,7.0,Taraval,West of Twin Peaks
-122.46378494467808,37.71152713670686,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4637815292171,37.75853818015777,7.0,Park,Inner Sunset
-122.46376155573584,37.74860701405304,7.0,Taraval,West of Twin Peaks
-122.46375548109992,37.73152705377246,7.0,Taraval,West of Twin Peaks
-122.463749211538,37.77362406413157,1.0,Richmond,Inner Richmond
-122.46374656701144,37.740048455683066,7.0,Taraval,West of Twin Peaks
-122.46368599676794,37.74374940888721,7.0,Taraval,West of Twin Peaks
-122.463628076454,37.72495614303781,7.0,Taraval,West of Twin Peaks
-122.46361794420464,37.78672157885291,1.0,Richmond,Inner Richmond
-122.46360353987302,37.74667576174402,7.0,Taraval,West of Twin Peaks
-122.46358164869564,37.72168610337628,7.0,Taraval,West of Twin Peaks
-122.46357779820578,37.727735448116206,7.0,Taraval,West of Twin Peaks
-122.46357211434604,37.74591184629175,7.0,Taraval,West of Twin Peaks
-122.4635605627106,37.71988988739047,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4635589975161,37.729175594293096,7.0,Taraval,West of Twin Peaks
-122.46354192767058,37.717930056779814,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4635210408316,37.716135072951474,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4635030135185,37.7851305374509,1.0,Richmond,Inner Richmond
-122.46349969867914,37.714300778842734,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46348316920314,37.784855818680946,1.0,Richmond,Inner Richmond
-122.46347893070904,37.71251580110744,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46347438972904,37.73259478236032,7.0,Taraval,West of Twin Peaks
-122.46341783971532,37.72989829074248,7.0,Taraval,West of Twin Peaks
-122.46335052668974,37.78298920316836,1.0,Richmond,Inner Richmond
-122.4633296672565,37.7515822788221,7.0,Taraval,West of Twin Peaks
-122.46330003987806,37.73792814471879,7.0,Taraval,West of Twin Peaks
-122.4632774975923,37.74998653455105,7.0,Taraval,West of Twin Peaks
-122.46323316990664,37.766056720149585,7.0,Park,Inner Sunset
-122.4632259489009,37.75856248834858,7.0,Park,Inner Sunset
-122.4632251849292,37.70965152094368,11.0,Taraval,Outer Mission
-122.46322036291429,37.74115592356505,7.0,Taraval,West of Twin Peaks
-122.46321068115432,37.78107016365421,1.0,Richmond,Inner Richmond
-122.46317568208786,37.72426392984901,7.0,Taraval,West of Twin Peaks
-122.46316737008304,37.76511423890043,7.0,Park,Inner Sunset
-122.46314165295914,37.74810767619445,7.0,Taraval,West of Twin Peaks
-122.46313559094828,37.73702335507374,7.0,Ingleside,West of Twin Peaks
-122.4631335995564,37.73473283303924,7.0,Taraval,West of Twin Peaks
-122.46310199573726,37.76417782656134,7.0,Park,Inner Sunset
-122.46307618146837,37.779138611039535,1.0,Richmond,Inner Richmond
-122.46300416494375,37.7508365045711,7.0,Taraval,West of Twin Peaks
-122.46297200199032,37.76231576837908,7.0,Park,Inner Sunset
-122.46294079022016,37.777282734052214,1.0,Richmond,Inner Richmond
-122.4628881982926,37.72805558896425,7.0,Ingleside,West of Twin Peaks
-122.46286000869964,37.74338362110225,7.0,Taraval,West of Twin Peaks
-122.46285140141728,37.746756662512816,7.0,Taraval,West of Twin Peaks
-122.46284191385304,37.760452253886605,7.0,Park,Inner Sunset
-122.46282394779286,37.740044253820514,7.0,Taraval,West of Twin Peaks
-122.46281547511876,37.72548241124062,7.0,Taraval,West of Twin Peaks
-122.46280698796149,37.74175393680714,7.0,Taraval,West of Twin Peaks
-122.46280475239674,37.77541790713273,1.0,Richmond,Inner Richmond
-122.4627919010504,37.759735782954465,7.0,Park,Inner Sunset
-122.4627589999528,37.74077476802248,7.0,Taraval,West of Twin Peaks
-122.46268379719766,37.773759750936534,1.0,Richmond,Golden Gate Park
-122.46268271836496,37.72169216817179,7.0,Taraval,West of Twin Peaks
-122.46266291773898,37.72000374475298,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46263331330272,37.71742120706379,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46262477234922,37.71657081903018,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46262048246916,37.71614379348334,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46261521444512,37.71561930309018,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4626078289242,37.714883949039226,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46260204063934,37.714307652410675,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4625887259482,37.71402953770342,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4625813005558,37.71227351975091,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46258065937072,37.7125230330176,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46257005228485,37.71137030068488,11.0,Taraval,Oceanview/Merced/Ingleside
-122.462569000559,37.713150164422046,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46255520841372,37.709657162041786,11.0,Taraval,Outer Mission
-122.46254655682296,37.78676804915147,1.0,Richmond,Inner Richmond
-122.46249521484476,37.734806220936626,7.0,Taraval,West of Twin Peaks
-122.46247422452956,37.73870824276397,7.0,Taraval,West of Twin Peaks
-122.46244144530304,37.78526612430094,1.0,Richmond,Inner Richmond
-122.46241630244312,37.784906861494285,1.0,Richmond,Inner Richmond
-122.46238887181303,37.74235879562818,7.0,Taraval,West of Twin Peaks
-122.4623332434261,37.747776702384726,7.0,Taraval,West of Twin Peaks
-122.46233255762463,37.745879044615414,7.0,Taraval,West of Twin Peaks
-122.46231335746752,37.70798825918467,11.0,Taraval,Outer Mission
-122.46227901811808,37.72486622928086,7.0,Taraval,West of Twin Peaks
-122.46227876714518,37.78303833763175,1.0,Richmond,Inner Richmond
-122.46227636570146,37.72427060583112,7.0,Taraval,West of Twin Peaks
-122.46227080234966,37.72302108114914,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46226548833442,37.721827793591586,7.0,Taraval,West of Twin Peaks
-122.46226489685807,37.721694985012455,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4622543997611,37.72000857228206,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4622125048068,37.725265706639064,11.0,Taraval,Oceanview/Merced/Ingleside
-122.46216212189924,37.7661099222075,7.0,Park,Inner Sunset
-122.46213927941308,37.781110994733616,1.0,Richmond,Inner Richmond
-122.4620959393462,37.76516176118197,7.0,Park,Inner Sunset
-122.4620684887434,37.750273703674814,7.0,Park,West of Twin Peaks
-122.46206325855056,37.71137272836027,11.0,Taraval,Oceanview/Merced/Ingleside
-122.4620579058832,37.74315775881574,7.0,Taraval,West of Twin Peaks
-122.46204713138935,37.77177648642924,1.0,Richmond,Golden Gate Park
-122.46203920746586,37.73634652629861,7.0,Taraval,West of Twin Peaks
-122.46203054225812,37.76422483691618,7.0,Park,Inner Sunset
-122.46200237105852,37.779186711053285,1.0,Richmond,Inner Richmond
-122.46194100064837,37.7489967351781,7.0,Taraval,West of Twin Peaks
-122.4619118781234,37.74081902118376,7.0,Taraval,West of Twin Peaks
-122.46190057422037,37.762362741545466,7.0,Richmond,Inner Sunset
-122.4618682400491,37.77733179735243,1.0,Richmond,Inner Richmond
-122.46186515741378,37.70966296783695,11.0,Taraval,Outer Mission
-122.46180645122098,37.72872041247446,7.0,Taraval,West of Twin Peaks
-122.46180326181774,37.72682002291167,7.0,Taraval,West of Twin Peaks
-122.46178606053708,37.72632633530359,7.0,Taraval,West of Twin Peaks
-122.46177566639732,37.74732133525485,7.0,Taraval,West of Twin Peaks
-122.4617702019694,37.760499230093906,7.0,Park,Inner Sunset
-122.46173659960938,37.73002203017882,7.0,Taraval,West of Twin Peaks
-122.46173342924564,37.77546739903482,1.0,Richmond,Inner Richmond
-122.46172521402256,37.70853811426191,11.0,Taraval,Outer Mission
-122.46171003648408,37.74636151282704,7.0,Taraval,West of Twin Peaks
-122.46168714547449,37.79549747535406,2.0,Richmond,Presidio
-122.46167795516372,37.732189289316,7.0,Taraval,West of Twin Peaks
-122.4616197560561,37.77389525294869,1.0,Richmond,Inner Richmond
-122.46155104190396,37.734753860341016,7.0,Taraval,West of Twin Peaks
-122.46152436370387,37.729318598288685,7.0,Taraval,West of Twin Peaks
-122.46149118145816,37.7567768642294,7.0,Park,Inner Sunset
-122.4614708370082,37.78681606432232,1.0,Richmond,Inner Richmond
-122.4614412751668,37.73811106328248,7.0,Taraval,West of Twin Peaks
-122.46136866552524,37.78540313360881,1.0,Richmond,Inner Richmond
-122.4613363962462,37.78495687872265,1.0,Richmond,Inner Richmond
